===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
248,,248,2020-12-23 00:00:00,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,88223700.0,,SmaCross,248,737782.0,Broker,248,10000.0,10000.0,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,,249,2020-12-24 00:00:00,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,54930100.0,,SmaCross,249,737783.0,Broker,249,10000.0,10000.0,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,,250,2020-12-28 00:00:00,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,124486200.0,,SmaCross,250,737787.0,Broker,250,10000.0,10000.0,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,,251,2020-12-29 00:00:00,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,121047300.0,,SmaCross,251,737788.0,Broker,251,10000.0,10000.0,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,,252,2020-12-30 00:00:00,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,96452100.0,,SmaCross,252,737789.0,Broker,252,10000.0,10000.0,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,,253,2020-12-31 00:00:00,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,99116600.0,,SmaCross,253,737790.0,Broker,253,10000.0,10000.0,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,,254,2021-01-04 00:00:00,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,143301900.0,,SmaCross,254,737794.0,Broker,254,10000.0,10000.0,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,,255,2021-01-05 00:00:00,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,97664900.0,,SmaCross,255,737795.0,Broker,255,10000.0,10000.0,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,,256,2021-01-06 00:00:00,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,155088000.0,,SmaCross,256,737796.0,Broker,256,10000.0,10000.0,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,,257,2021-01-07 00:00:00,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,109578200.0,,SmaCross,257,737797.0,Broker,257,10000.0,10000.0,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,,258,2021-01-08 00:00:00,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,105158200.0,,SmaCross,258,737798.0,Broker,258,10000.0,10000.0,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,,259,2021-01-11 00:00:00,129.19000244140625,130.1699981689453,128.5,128.97999572753906,100384500.0,,SmaCross,259,737801.0,Broker,259,10000.0,10000.0,BuySell,259,,,Trades - Net Profit/Loss,259,,
260,,260,2021-01-12 00:00:00,128.5,129.69000244140625,126.86000061035156,128.8000030517578,91951100.0,,SmaCross,260,737802.0,Broker,260,10000.0,10000.0,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,,261,2021-01-13 00:00:00,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,88636800.0,,SmaCross,261,737803.0,Broker,261,10000.0,10000.0,BuySell,261,,,Trades - Net Profit/Loss,261,,
262,,262,2021-01-14 00:00:00,130.8000030517578,131.0,128.75999450683594,128.91000366210938,90221800.0,,SmaCross,262,737804.0,Broker,262,10000.0,10000.0,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,,263,2021-01-15 00:00:00,128.77999877929688,130.22000122070312,127.0,127.13999938964844,111598500.0,,SmaCross,263,737805.0,Broker,263,10000.0,10000.0,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,,264,2021-01-19 00:00:00,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,90757300.0,,SmaCross,264,737809.0,Broker,264,10000.0,10000.0,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,,265,2021-01-20 00:00:00,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,104319500.0,,SmaCross,265,737810.0,Broker,265,10000.0,10000.0,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,,266,2021-01-21 00:00:00,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,120150900.0,,SmaCross,266,737811.0,Broker,266,10000.0,10000.0,BuySell,266,,,Trades - Net Profit/Loss,266,,
267,,267,2021-01-22 00:00:00,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,114459400.0,,SmaCross,267,737812.0,Broker,267,10000.0,10000.0,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,,268,2021-01-25 00:00:00,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,157611700.0,,SmaCross,268,737815.0,Broker,268,10000.0,10000.0,BuySell,268,,,Trades - Net Profit/Loss,268,,
269,,269,2021-01-26 00:00:00,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,98390600.0,,SmaCross,269,737816.0,Broker,269,10000.0,10000.0,BuySell,269,,,Trades - Net Profit/Loss,269,,
270,,270,2021-01-27 00:00:00,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,140843800.0,,SmaCross,270,737817.0,Broker,270,10000.0,10000.0,BuySell,270,,,Trades - Net Profit/Loss,270,,
271,,271,2021-01-28 00:00:00,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,142621100.0,,SmaCross,271,737818.0,Broker,271,10000.0,10000.0,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,,272,2021-01-29 00:00:00,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,177523800.0,,SmaCross,272,737819.0,Broker,272,10000.0,10000.0,BuySell,272,,,Trades - Net Profit/Loss,272,,
273,,273,2021-02-01 00:00:00,133.75,135.3800048828125,130.92999267578125,134.13999938964844,106239800.0,,SmaCross,273,737822.0,Broker,273,10000.0,10000.0,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,,274,2021-02-02 00:00:00,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,83305400.0,,SmaCross,274,737823.0,Broker,274,10000.0,10000.0,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,,275,2021-02-03 00:00:00,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,89880900.0,,SmaCross,275,737824.0,Broker,275,10000.0,10000.0,BuySell,275,,,Trades - Net Profit/Loss,275,,
276,,276,2021-02-04 00:00:00,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,84183100.0,,SmaCross,276,737825.0,Broker,276,10000.0,10000.0,BuySell,276,,,Trades - Net Profit/Loss,276,,
277,,277,2021-02-05 00:00:00,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,75693800.0,,SmaCross,277,737826.0,Broker,277,10000.0,10000.0,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,,278,2021-02-08 00:00:00,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,71297200.0,,SmaCross,278,737829.0,Broker,278,10000.0,10000.0,BuySell,278,,,Trades - Net Profit/Loss,278,,
279,,279,2021-02-09 00:00:00,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,76774200.0,,SmaCross,279,737830.0,Broker,279,10000.0,10000.0,BuySell,279,,,Trades - Net Profit/Loss,279,,
280,,280,2021-02-10 00:00:00,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,73046600.0,,SmaCross,280,737831.0,Broker,280,10000.0,10000.0,BuySell,280,,,Trades - Net Profit/Loss,280,,
281,,281,2021-02-11 00:00:00,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,64280000.0,,SmaCross,281,737832.0,Broker,281,10000.0,10000.0,BuySell,281,,,Trades - Net Profit/Loss,281,,
282,,282,2021-02-12 00:00:00,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,60145100.0,,SmaCross,282,737833.0,Broker,282,10000.0,10000.0,BuySell,282,,,Trades - Net Profit/Loss,282,,
283,,283,2021-02-16 00:00:00,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,80576300.0,,SmaCross,283,737837.0,Broker,283,10000.0,10000.0,BuySell,283,,,Trades - Net Profit/Loss,283,,
284,,284,2021-02-17 00:00:00,131.25,132.22000122070312,129.47000122070312,130.83999633789062,97918500.0,,SmaCross,284,737838.0,Broker,284,10000.0,10000.0,BuySell,284,,,Trades - Net Profit/Loss,284,,
285,,285,2021-02-18 00:00:00,129.1999969482422,130.0,127.41000366210938,129.7100067138672,96856700.0,,SmaCross,285,737839.0,Broker,285,10000.0,10000.0,BuySell,285,,,Trades - Net Profit/Loss,285,,
286,,286,2021-02-19 00:00:00,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,87668800.0,,SmaCross,286,737840.0,Broker,286,10000.0,10000.0,BuySell,286,,,Trades - Net Profit/Loss,286,,
287,,287,2021-02-22 00:00:00,128.00999450683594,129.72000122070312,125.5999984741211,126.0,103916400.0,,SmaCross,287,737843.0,Broker,287,10000.0,10000.0,BuySell,287,,,Trades - Net Profit/Loss,287,,
288,,288,2021-02-23 00:00:00,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,158273000.0,,SmaCross,288,737844.0,Broker,288,10000.0,10000.0,BuySell,288,,,Trades - Net Profit/Loss,288,,
289,,289,2021-02-24 00:00:00,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,111039900.0,,SmaCross,289,737845.0,Broker,289,10000.0,10000.0,BuySell,289,,,Trades - Net Profit/Loss,289,,
290,,290,2021-02-25 00:00:00,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,148199500.0,,SmaCross,290,737846.0,Broker,290,10000.0,10000.0,BuySell,290,,,Trades - Net Profit/Loss,290,,
291,,291,2021-02-26 00:00:00,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,164560400.0,,SmaCross,291,737847.0,Broker,291,10000.0,10000.0,BuySell,291,,,Trades - Net Profit/Loss,291,,
292,,292,2021-03-01 00:00:00,123.75,127.93000030517578,122.79000091552734,127.79000091552734,116307900.0,,SmaCross,292,737850.0,Broker,292,10000.0,10000.0,BuySell,292,,,Trades - Net Profit/Loss,292,,
293,,293,2021-03-02 00:00:00,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,102260900.0,,SmaCross,293,737851.0,Broker,293,10000.0,10000.0,BuySell,293,,,Trades - Net Profit/Loss,293,,
294,,294,2021-03-03 00:00:00,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,112966300.0,,SmaCross,294,737852.0,Broker,294,10000.0,10000.0,BuySell,294,,,Trades - Net Profit/Loss,294,,
295,,295,2021-03-04 00:00:00,121.75,123.5999984741211,118.62000274658203,120.12999725341797,178155000.0,,SmaCross,295,737853.0,Broker,295,10000.0,10000.0,BuySell,295,,,Trades - Net Profit/Loss,295,,
296,,296,2021-03-05 00:00:00,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,153766600.0,,SmaCross,296,737854.0,Broker,296,10000.0,10000.0,BuySell,296,,,Trades - Net Profit/Loss,296,,
297,,297,2021-03-08 00:00:00,120.93000030517578,121.0,116.20999908447266,116.36000061035156,154376600.0,,SmaCross,297,737857.0,Broker,297,10000.0,10000.0,BuySell,297,,,Trades - Net Profit/Loss,297,,
298,,298,2021-03-09 00:00:00,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,129525800.0,,SmaCross,298,737858.0,Broker,298,10000.0,10000.0,BuySell,298,,,Trades - Net Profit/Loss,298,,
299,,299,2021-03-10 00:00:00,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,111943300.0,,SmaCross,299,737859.0,Broker,299,10000.0,10000.0,BuySell,299,,,Trades - Net Profit/Loss,299,,
300,,300,2021-03-11 00:00:00,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,103026500.0,,SmaCross,300,737860.0,Broker,300,10000.0,10000.0,BuySell,300,,,Trades - Net Profit/Loss,300,,
301,,301,2021-03-12 00:00:00,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,88105100.0,,SmaCross,301,737861.0,Broker,301,10000.0,10000.0,BuySell,301,,,Trades - Net Profit/Loss,301,,
302,,302,2021-03-15 00:00:00,121.41000366210938,124.0,120.41999816894531,123.98999786376953,92403800.0,,SmaCross,302,737864.0,Broker,302,10000.0,10000.0,BuySell,302,,,Trades - Net Profit/Loss,302,,
303,,303,2021-03-16 00:00:00,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,115227900.0,,SmaCross,303,737865.0,Broker,303,10000.0,10000.0,BuySell,303,,,Trades - Net Profit/Loss,303,,
304,,304,2021-03-17 00:00:00,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,111932600.0,,SmaCross,304,737866.0,Broker,304,10000.0,10000.0,BuySell,304,,,Trades - Net Profit/Loss,304,,
305,,305,2021-03-18 00:00:00,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,121229700.0,,SmaCross,305,737867.0,Broker,305,10000.0,10000.0,BuySell,305,,,Trades - Net Profit/Loss,305,,
306,,306,2021-03-19 00:00:00,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,185549500.0,,SmaCross,306,737868.0,Broker,306,10000.0,10000.0,BuySell,306,,,Trades - Net Profit/Loss,306,,
307,,307,2021-03-22 00:00:00,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,111912300.0,,SmaCross,307,737871.0,Broker,307,10000.0,10000.0,BuySell,307,,,Trades - Net Profit/Loss,307,,
308,,308,2021-03-23 00:00:00,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,95467100.0,,SmaCross,308,737872.0,Broker,308,10000.0,10000.0,BuySell,308,,,Trades - Net Profit/Loss,308,,
309,,309,2021-03-24 00:00:00,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,88530500.0,,SmaCross,309,737873.0,Broker,309,10000.0,10000.0,BuySell,309,,,Trades - Net Profit/Loss,309,,
310,,310,2021-03-25 00:00:00,119.54000091552734,121.66000366210938,119.0,120.58999633789062,98844700.0,,SmaCross,310,737874.0,Broker,310,10000.0,10000.0,BuySell,310,,,Trades - Net Profit/Loss,310,,
311,,311,2021-03-26 00:00:00,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,94071200.0,,SmaCross,311,737875.0,Broker,311,10000.0,10000.0,BuySell,311,,,Trades - Net Profit/Loss,311,,
312,,312,2021-03-29 00:00:00,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,80819200.0,,SmaCross,312,737878.0,Broker,312,10000.0,10000.0,BuySell,312,,,Trades - Net Profit/Loss,312,,
313,,313,2021-03-30 00:00:00,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,85671900.0,,SmaCross,313,737879.0,Broker,313,10000.0,10000.0,BuySell,313,,,Trades - Net Profit/Loss,313,,
314,,314,2021-03-31 00:00:00,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,118323800.0,,SmaCross,314,737880.0,Broker,314,10000.0,10000.0,BuySell,314,,,Trades - Net Profit/Loss,314,,
315,,315,2021-04-01 00:00:00,123.66000366210938,124.18000030517578,122.48999786376953,123.0,75089100.0,,SmaCross,315,737881.0,Broker,315,10000.0,10000.0,BuySell,315,,,Trades - Net Profit/Loss,315,,
316,,316,2021-04-05 00:00:00,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,88651200.0,,SmaCross,316,737885.0,Broker,316,10000.0,10000.0,BuySell,316,,,Trades - Net Profit/Loss,316,,
317,,317,2021-04-06 00:00:00,126.5,127.12999725341797,125.6500015258789,126.20999908447266,80171300.0,,SmaCross,317,737886.0,Broker,317,10000.0,10000.0,BuySell,317,,,Trades - Net Profit/Loss,317,,
318,,318,2021-04-07 00:00:00,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,83466700.0,,SmaCross,318,737887.0,Broker,318,10000.0,10000.0,BuySell,318,,,Trades - Net Profit/Loss,318,,
319,,319,2021-04-08 00:00:00,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,88844600.0,,SmaCross,319,737888.0,Broker,319,10000.0,10000.0,BuySell,319,,,Trades - Net Profit/Loss,319,,
320,,320,2021-04-09 00:00:00,129.8000030517578,133.0399932861328,129.47000122070312,133.0,106686700.0,,SmaCross,320,737889.0,Broker,320,10000.0,10000.0,BuySell,320,,,Trades - Net Profit/Loss,320,,
321,,321,2021-04-12 00:00:00,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,91420000.0,,SmaCross,321,737892.0,Broker,321,10000.0,10000.0,BuySell,321,,,Trades - Net Profit/Loss,321,,
322,,322,2021-04-13 00:00:00,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,91266500.0,,SmaCross,322,737893.0,Broker,322,10000.0,10000.0,BuySell,322,,,Trades - Net Profit/Loss,322,,
323,,323,2021-04-14 00:00:00,134.94000244140625,135.0,131.66000366210938,132.02999877929688,87222800.0,,SmaCross,323,737894.0,Broker,323,10000.0,10000.0,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,,324,2021-04-15 00:00:00,133.82000732421875,135.0,133.63999938964844,134.5,89347100.0,,SmaCross,324,737895.0,Broker,324,10000.0,10000.0,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,,325,2021-04-16 00:00:00,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,84922400.0,,SmaCross,325,737896.0,Broker,325,10000.0,10000.0,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,,326,2021-04-19 00:00:00,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,94264200.0,,SmaCross,326,737899.0,Broker,326,10000.0,10000.0,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,,327,2021-04-20 00:00:00,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,94812300.0,,SmaCross,327,737900.0,Broker,327,10000.0,10000.0,BuySell,327,,,Trades - Net Profit/Loss,327,,
328,,328,2021-04-21 00:00:00,132.36000061035156,133.75,131.3000030517578,133.5,68847100.0,,SmaCross,328,737901.0,Broker,328,10000.0,10000.0,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,,329,2021-04-22 00:00:00,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,84566500.0,,SmaCross,329,737902.0,Broker,329,10000.0,10000.0,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,,330,2021-04-23 00:00:00,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,78657500.0,,SmaCross,330,737903.0,Broker,330,10000.0,10000.0,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,,331,2021-04-26 00:00:00,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,66905100.0,,SmaCross,331,737906.0,Broker,331,10000.0,10000.0,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,,332,2021-04-27 00:00:00,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,66015800.0,,SmaCross,332,737907.0,Broker,332,10000.0,10000.0,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,,333,2021-04-28 00:00:00,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,107760100.0,,SmaCross,333,737908.0,Broker,333,10000.0,10000.0,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,,334,2021-04-29 00:00:00,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,151101000.0,,SmaCross,334,737909.0,Broker,334,10000.0,10000.0,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,,335,2021-04-30 00:00:00,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,109839500.0,,SmaCross,335,737910.0,Broker,335,10000.0,10000.0,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,,336,2021-05-03 00:00:00,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,75135100.0,,SmaCross,336,737913.0,Broker,336,10000.0,10000.0,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,,337,2021-05-04 00:00:00,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,137564700.0,,SmaCross,337,737914.0,Broker,337,10000.0,10000.0,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,,338,2021-05-05 00:00:00,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,84000900.0,,SmaCross,338,737915.0,Broker,338,10000.0,10000.0,BuySell,338,,,Trades - Net Profit/Loss,338,,
339,,339,2021-05-06 00:00:00,127.88999938964844,129.75,127.12999725341797,129.74000549316406,78128300.0,,SmaCross,339,737916.0,Broker,339,10000.0,10000.0,BuySell,339,,,Trades - Net Profit/Loss,339,,
340,,340,2021-05-07 00:00:00,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,78973300.0,,SmaCross,340,737917.0,Broker,340,10000.0,10000.0,BuySell,340,,,Trades - Net Profit/Loss,340,,
341,,341,2021-05-10 00:00:00,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,88071200.0,,SmaCross,341,737920.0,Broker,341,10000.0,10000.0,BuySell,341,,,Trades - Net Profit/Loss,341,,
342,,342,2021-05-11 00:00:00,123.5,126.2699966430664,122.7699966430664,125.91000366210938,126142800.0,,SmaCross,342,737921.0,Broker,342,10000.0,10000.0,BuySell,342,,,Trades - Net Profit/Loss,342,,
343,,343,2021-05-12 00:00:00,123.4000015258789,124.63999938964844,122.25,122.7699966430664,112172300.0,,SmaCross,343,737922.0,Broker,343,10000.0,10000.0,BuySell,343,,,Trades - Net Profit/Loss,343,,
344,,344,2021-05-13 00:00:00,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,105861300.0,,SmaCross,344,737923.0,Broker,344,10000.0,10000.0,BuySell,344,,,Trades - Net Profit/Loss,344,,
345,,345,2021-05-14 00:00:00,126.25,127.88999938964844,125.8499984741211,127.44999694824219,81918000.0,,SmaCross,345,737924.0,Broker,345,10000.0,10000.0,BuySell,345,,,Trades - Net Profit/Loss,345,,
346,,346,2021-05-17 00:00:00,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,74244600.0,,SmaCross,346,737927.0,Broker,346,10000.0,10000.0,BuySell,346,,,Trades - Net Profit/Loss,346,,
347,,347,2021-05-18 00:00:00,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,63342900.0,,SmaCross,347,737928.0,Broker,347,10000.0,10000.0,BuySell,347,,,Trades - Net Profit/Loss,347,,
348,,348,2021-05-19 00:00:00,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,92612000.0,,SmaCross,348,737929.0,Broker,348,10000.0,10000.0,BuySell,348,,,Trades - Net Profit/Loss,348,,
349,,349,2021-05-20 00:00:00,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,76857100.0,,SmaCross,349,737930.0,Broker,349,10000.0,10000.0,BuySell,349,,,Trades - Net Profit/Loss,349,,
350,,350,2021-05-21 00:00:00,127.81999969482422,128.0,125.20999908447266,125.43000030517578,79295400.0,,SmaCross,350,737931.0,Broker,350,10000.0,10000.0,BuySell,350,,,Trades - Net Profit/Loss,350,,
351,,351,2021-05-24 00:00:00,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,63092900.0,,SmaCross,351,737934.0,Broker,351,10000.0,10000.0,BuySell,351,,,Trades - Net Profit/Loss,351,,
352,,352,2021-05-25 00:00:00,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,72009500.0,,SmaCross,352,737935.0,Broker,352,10000.0,10000.0,BuySell,352,,,Trades - Net Profit/Loss,352,,
353,,353,2021-05-26 00:00:00,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,56575900.0,,SmaCross,353,737936.0,Broker,353,10000.0,10000.0,BuySell,353,,,Trades - Net Profit/Loss,353,,
354,,354,2021-05-27 00:00:00,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,94625600.0,,SmaCross,354,737937.0,Broker,354,10000.0,10000.0,BuySell,354,,,Trades - Net Profit/Loss,354,,
355,,355,2021-05-28 00:00:00,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,71311100.0,,SmaCross,355,737938.0,Broker,355,10000.0,10000.0,BuySell,355,,,Trades - Net Profit/Loss,355,,
356,,356,2021-06-01 00:00:00,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,67637100.0,,SmaCross,356,737942.0,Broker,356,10000.0,10000.0,BuySell,356,,,Trades - Net Profit/Loss,356,,
357,,357,2021-06-02 00:00:00,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,59278900.0,,SmaCross,357,737943.0,Broker,357,10000.0,10000.0,BuySell,357,,,Trades - Net Profit/Loss,357,,
358,,358,2021-06-03 00:00:00,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,76229200.0,,SmaCross,358,737944.0,Broker,358,10000.0,10000.0,BuySell,358,,,Trades - Net Profit/Loss,358,,
359,,359,2021-06-04 00:00:00,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,75169300.0,,SmaCross,359,737945.0,Broker,359,10000.0,10000.0,BuySell,359,,,Trades - Net Profit/Loss,359,,
360,,360,2021-06-07 00:00:00,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,71057600.0,,SmaCross,360,737948.0,Broker,360,10000.0,10000.0,BuySell,360,,,Trades - Net Profit/Loss,360,,
361,,361,2021-06-08 00:00:00,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,74403800.0,,SmaCross,361,737949.0,Broker,361,10000.0,10000.0,BuySell,361,,,Trades - Net Profit/Loss,361,,
362,,362,2021-06-09 00:00:00,127.20999908447266,127.75,126.5199966430664,127.12999725341797,56877900.0,,SmaCross,362,737950.0,Broker,362,10000.0,10000.0,BuySell,362,,,Trades - Net Profit/Loss,362,,
363,,363,2021-06-10 00:00:00,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,71186400.0,,SmaCross,363,737951.0,Broker,363,10000.0,10000.0,BuySell,363,,,Trades - Net Profit/Loss,363,,
364,,364,2021-06-11 00:00:00,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,53522400.0,,SmaCross,364,737952.0,Broker,364,10000.0,10000.0,BuySell,364,,,Trades - Net Profit/Loss,364,,
365,,365,2021-06-14 00:00:00,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,96906500.0,,SmaCross,365,737955.0,Broker,365,10000.0,10000.0,BuySell,365,,,Trades - Net Profit/Loss,365,,
366,,366,2021-06-15 00:00:00,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,62746300.0,,SmaCross,366,737956.0,Broker,366,10000.0,10000.0,BuySell,366,,,Trades - Net Profit/Loss,366,,
367,,367,2021-06-16 00:00:00,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,91815000.0,,SmaCross,367,737957.0,Broker,367,10000.0,10000.0,BuySell,367,,,Trades - Net Profit/Loss,367,,
368,,368,2021-06-17 00:00:00,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,96721700.0,,SmaCross,368,737958.0,Broker,368,10000.0,10000.0,BuySell,368,,,Trades - Net Profit/Loss,368,,
369,,369,2021-06-18 00:00:00,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,108953300.0,,SmaCross,369,737959.0,Broker,369,10000.0,10000.0,BuySell,369,,,Trades - Net Profit/Loss,369,,
370,,370,2021-06-21 00:00:00,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,79663300.0,,SmaCross,370,737962.0,Broker,370,10000.0,10000.0,BuySell,370,,,Trades - Net Profit/Loss,370,,
